ticker,year,quarter,lt_trade_receivables,gross_profit,st_liabilities,fin_leased_fixed_assets,cashneq,st_trade_accounts_payable,eps,changes_in_sale_securities,invest_in_oe,st_trade_accounts_receivable,lt_trade_payables,repaym_of_fin_leases,lt_advances_from_customers,st_advances_from_customers,share_of_associates_n_joint_ventures_result,profit_before_tax,st_invest,interest_paid,net_cf_from_operation,st_loan_receivables,lt_provision_for_invest,pnl_from_invest,share_premium,allocation_of_goodwill,olt_liabilities,eat_of_parent_company,ebt,operating_profit,interest_income_n_dividends,changes_in_inventories,inventories,preferred_stock,receipts_from_disposal_of_fixed_assets_n_olt_assets,receipts_from_equity_issue_n_cap_contri,fin_income,invest_in_associates_or_joint_ventures,st_assets,provisions,deferred_tax_exps,invest_in_subsidiaries,fixed_assets,st_provision_for_liabilities,paym_for_invest_in_oe,tangible_fixed_assets,deduction_revenue,other_funds_from_owners_equity,minoritys_interest,taxes_n_other_payables_to_gov,ost_receivables,cash_n_equiv_at_end_period,loans_purchases_of_other_debt_instruments,trading_securities,st_prepayments_to_suppliers,payable_to_employees,proceeds_from_borrowings,liabilities,lt_provision_for_doubtful_debts,pnl_foreign_exchange,st_borrowings_n_fin_leases,corp_income_tax_paid,depre_fixed_assets_n_properties_invest,other_income,receipts_from_loan_repay_n_sale_of_debt_instruments,owners_equity,sell_exps,lt_held_to_maturity_invest,cf_from_operation,other_profit,changes_in_receivables,lt_acrrued_exps,other_paym_for_operation,lt_prepayments_to_suppliers,st_held_to_maturity_invest,lt_borrowings_n_fin_leases,cogs,paym_for_share_repurchases,general_n_admin_exps,lt_provision_for_liabilities,st_provision_for_doubtful_debts,undistributed_eat,operating_profit_before_changes_in_wc,fin_exps,lt_assets,intangible_fixed_assets,st_acrrued_exps,lt_liabilities,cash_n_equiv_at_begin_period,st_inter_company_receivables,provision_for_trading_secutities,other_cap_of_owners,ost_payables,other_exps,fund_for_tech_dev,net_cf_during_period,ost_assets,total_assets,net_cf_from_invest,lt_receivables,curr_tax_exps,provision_for_inventories,lt_assets_in_progress,olt_receivables,treasury_shares,invest_properties,cash,st_receivables,olt_assets,revenue,lt_loan_receivables,lt_unearned_revenue,lt_invest,cf_from_fin,bonus_n_welfare_fund,cf_from_invest,paym_for_fixed_assets_n_construct_n_olt_assets,net_revenue,convertible_bonds,net_cf_from_fin,eat,principal_repaym,interest_exps,pnl_from_disposal_fixed_assets,st_unearned_revenue,taxes_n_other_receivables_to_gov,casheq,other_receipts_from_operation,changes_in_prepaid_exps,olt_invest,owners_cap,collections_on_invest_in_oe,dividends_paid_to_owners,dividends_n_interest_n_profit_received,changes_in_payables
hag,2013,3,,215056147000.0,7245129174000.0,7130416000.0,1729525709000.0,774697841000.0,,,,2225361267000.0,,,,1953591099000.0,,756822436000.0,150378106000.0,-738625556000.0,-299130330000.0,,-6000000000.0,,3544438784000.0,,9730377000.0,235583315000.0,256820356000.0,264856457000.0,,-559804080000.0,3847979684000.0,,12460822000.0,1052599770000.0,309566141000.0,211930887000.0,15437372810000.0,277733410000.0,17141769000.0,,13043168077000.0,33136379000.0,-445227055000.0,3411821764000.0,307467000.0,-389966078000.0,2513667000.0,221303032000.0,4124406485000.0,1729525709000.0,-534851267000.0,,2909518807000.0,45630433000.0,7123517151000.0,18456765170000.0,,,3426614670000.0,-265138855000.0,,29604460000.0,,12909680132000.0,20631273000.0,,,-8036101000.0,-586313977000.0,,-22884577000.0,,,11080589050000.0,384246125000.0,,58625124000.0,,-232872000.0,2089469858000.0,941004469000.0,180509434000.0,16765354318000.0,225037771000.0,455106172000.0,11211635996000.0,2518419171000.0,,,,,37640561000.0,,-788893462000.0,450435624000.0,32202727128000.0,-3691226027000.0,,1581605000.0,,,,,14876170000.0,1721100993000.0,9259053687000.0,505162598000.0,599609739000.0,,,2713977487000.0,,,,-3619368807000.0,599302272000.0,,3201462895000.0,238096982000.0,-5007281512000.0,154496482000.0,,,7296187000.0,8424716000.0,,-27813501000.0,2508046600000.0,7181546930000.0,762254117000.0,,133506163000.0,960445747000.0
hag,2013,2,,323034312000.0,9329177534000.0,11826231000.0,2376477572000.0,811841946000.0,506.0,,,2372874474000.0,,,,1886325519000.0,,499760039000.0,150378106000.0,-428872519000.0,-262105184000.0,,-6000000000.0,,3544438784000.0,,10629825000.0,282645967000.0,392299613000.0,405965515000.0,,-421590461000.0,3970177325000.0,,938381000.0,1052599770000.0,498667201000.0,211930887000.0,16995850290000.0,220396273000.0,40864409000.0,,12385331959000.0,33136379000.0,-200969971000.0,3480021601000.0,3286162000.0,-389966078000.0,49281092000.0,345550813000.0,5084993918000.0,2376477572000.0,-506582938000.0,,2600435357000.0,47600677000.0,4937029376000.0,19367674324000.0,,,4689365357000.0,-161126408000.0,,23549995000.0,,12657733226000.0,41296595000.0,,,-13665902000.0,-1022798919000.0,,-16599096000.0,,,9906059405000.0,369086407000.0,,76307740000.0,,-3885926000.0,1856758061000.0,571802635000.0,298131663000.0,15984266649000.0,212841825000.0,628888004000.0,10038496790000.0,2518419171000.0,,,,,37215897000.0,,-141941599000.0,444399464000.0,32980116939000.0,-2810971467000.0,,19508145000.0,-53484000.0,,,,,2053173612000.0,10054417823000.0,521305007000.0,695406881000.0,,,2805358076000.0,,,,-2827344850000.0,692120719000.0,,2931135052000.0,331927059000.0,-3095736594000.0,233097780000.0,,,10194053000.0,323303960000.0,,-9790314000.0,2599427189000.0,7181546930000.0,607845794000.0,,115142117000.0,1226869898000.0
hag,2013,1,,339508038000.0,7849657135000.0,12739246000.0,2444249100000.0,615552482000.0,,,,2799706856000.0,,,,1953734063000.0,,107460426000.0,150378106000.0,-94852084000.0,-208671747000.0,,,,2880972568000.0,,15288863000.0,85691339000.0,107460426000.0,128613860000.0,,-258606789000.0,4470914824000.0,,,,62948986000.0,211930887000.0,15234297809000.0,83766472000.0,-36594123000.0,,13834955536000.0,33136379000.0,-29404914000.0,5448388731000.0,516905000.0,,37393359000.0,482436133000.0,1867961360000.0,2444249100000.0,,,3074252195000.0,53201089000.0,2082274934000.0,21731492395000.0,,,3446230168000.0,-36243000000.0,,16302303000.0,,9962345259000.0,46398276000.0,,,-21153434000.0,-384827186000.0,,-11242141000.0,,,13754159614000.0,382277420000.0,,67166277000.0,,-747329000.0,1582938540000.0,252920446000.0,160278611000.0,17515218907000.0,146359147000.0,873027450000.0,13881835260000.0,2518419171000.0,,,-389966078000.0,,37455737000.0,,-74170071000.0,427582697000.0,32749516716000.0,-957266535000.0,,20969851000.0,-53484000.0,,,,,1673601656000.0,7741173082000.0,616412309000.0,722302363000.0,,,2783879353000.0,,,,-1241687566000.0,721785458000.0,,1091768211000.0,123084698000.0,-989691409000.0,126622700000.0,,,3688857000.0,770647444000.0,,-2774166000.0,2571948466000.0,5373710490000.0,300000000000.0,,13825945000.0,326953173000.0
hag,2013,-1,,1196125934000.0,4959270788000.0,,2448256022000.0,653723575000.0,1315.0,,,1147188803000.0,,,,218383350000.0,,998503641000.0,150378106000.0,-738861795000.0,-2059788344000.0,,,,3544438784000.0,,152606314000.0,846072196000.0,998503641000.0,1044824781000.0,,-816730490000.0,1838005832000.0,,18769294000.0,1052599770000.0,1003102689000.0,203448669000.0,9740545267000.0,326449089000.0,-37681706000.0,,14146471120000.0,,-2245973876000.0,3623079264000.0,1727337000.0,-170661078000.0,125789457000.0,165941406000.0,2475449720000.0,2448256022000.0,-635277950000.0,,1470759027000.0,50557660000.0,11359721915000.0,16293243365000.0,,-2321608000.0,3129670372000.0,-286002969000.0,326449089000.0,79286971000.0,84480000000.0,12852649118000.0,125639028000.0,,,-46321140000.0,-216028438000.0,,-17779656000.0,,,11128674385000.0,1575093397000.0,,274660179000.0,,-317055000.0,1968963472000.0,960947003000.0,754104635000.0,20072633900000.0,90772161000.0,283617469000.0,11333972577000.0,2518419171000.0,,,,,125608111000.0,,-70163149000.0,210824812000.0,29813179167000.0,-3215187278000.0,3636154213000.0,64323694000.0,,,3636154213000.0,,14751160000.0,2448256022000.0,5093080495000.0,1199599753000.0,2772946668000.0,,,814896380000.0,,,,-4743278710000.0,2771219331000.0,,5204812473000.0,971861653000.0,-7019971447000.0,591863715000.0,,,8236685000.0,,,-109973491000.0,611447711000.0,7181546930000.0,4142429061000.0,-365737765000.0,163664903000.0,-835358508000.0
hag,2012,4,,407690707000.0,6725494540000.0,13652261000.0,2518419172000.0,701958256000.0,,,,2548112557000.0,,,,1767616593000.0,,532026224000.0,150226645000.0,-1403518707000.0,290408841000.0,,,,2880972568000.0,,10535055000.0,63048808000.0,56628647000.0,69707067000.0,,1508298990000.0,3684538694000.0,,43330028000.0,23481432000.0,29357686000.0,211930887000.0,13736225163000.0,203105543000.0,-108345287000.0,,13055704474000.0,33136379000.0,-541572353000.0,2918204633000.0,3247866000.0,,-36473510000.0,557573457000.0,1176434174000.0,2518419172000.0,,,3109829702000.0,53944951000.0,10475262693000.0,20474821678000.0,,-630354000.0,2505105942000.0,-623436953000.0,,25693368000.0,,9765253057000.0,73062988000.0,,,-13078420000.0,-590514261000.0,,-46451417000.0,,,13626405300000.0,1323000250000.0,,98740334000.0,,-2748050000.0,1504637693000.0,843362076000.0,195538004000.0,17562585604000.0,180133270000.0,699746928000.0,13749327138000.0,2896456731000.0,,,-389966078000.0,,38771788000.0,,-378037559000.0,551412269000.0,31298810767000.0,-5178010251000.0,,138398636000.0,-53484000.0,,,,,2518419172000.0,6831628383000.0,589874972000.0,1733938823000.0,,,3629519975000.0,,,,-5269183101000.0,1730690957000.0,,4509563851000.0,26575298000.0,-5987372774000.0,122949445000.0,,,1948988000.0,,,-207059376000.0,3417589088000.0,5373710490000.0,433025000000.0,,156390175000.0,809728489000.0
hag,2012,3,,394506928000.0,6319610880000.0,14565275000.0,1598460370000.0,695343198000.0,,,,2548133609000.0,,,,320451452000.0,,464998739000.0,81783240000.0,-375337026000.0,-133339604000.0,,,,2880972568000.0,,24010276000.0,96569112000.0,254893870000.0,270508148000.0,,717695685000.0,3861054865000.0,,43254670000.0,,78364200000.0,178384465000.0,11939133917000.0,164911095000.0,-52263477000.0,,11970213927000.0,25696963000.0,-69030890000.0,2578772904000.0,1583389000.0,,79959651000.0,466144012000.0,1171294861000.0,1598460370000.0,,,2230200377000.0,41289900000.0,7282287851000.0,17688177447000.0,,,3663806305000.0,-603767495000.0,,6976018000.0,,9681388675000.0,31628488000.0,,,-15614278000.0,116933300000.0,,-42284397000.0,,,11174495166000.0,2002246281000.0,,37251307000.0,,-2947688000.0,1432472809000.0,632455294000.0,133483185000.0,16222008386000.0,146579545000.0,746844748000.0,11368566567000.0,2896456731000.0,,,-387900676000.0,,22590296000.0,,-1297996361000.0,451154283000.0,28161142303000.0,-4391232445000.0,,130628584000.0,-53484000.0,,,,,1598460370000.0,5946681159000.0,418822407000.0,2398336598000.0,,,3536612311000.0,,,,-4959741083000.0,2396753209000.0,,3226575688000.0,176528763000.0,-4061585431000.0,100209334000.0,,,12563594000.0,,,-53624108000.0,3358227846000.0,5373710490000.0,430002018000.0,,164282840000.0,-525410857000.0
hag,2012,2,,126093845000.0,6498725154000.0,15468916000.0,2579789557000.0,761150560000.0,,,,2170849293000.0,,,,1606793439000.0,,210526886000.0,81783240000.0,-158169445000.0,-121570089000.0,,,,2880972568000.0,,24219840000.0,104532795000.0,111900601000.0,138569761000.0,,-554763902000.0,5146025922000.0,,16497256000.0,,301135233000.0,178384465000.0,13901390245000.0,89249651000.0,-107061142000.0,,10360599657000.0,23924704000.0,-47873140000.0,2500801741000.0,315393000.0,,-25263399000.0,227886588000.0,1275068563000.0,2579789557000.0,,,2293206423000.0,45956334000.0,6187876645000.0,18143217899000.0,,,3041674970000.0,-593603565000.0,,30717986000.0,,9575486800000.0,31812768000.0,,,-26669160000.0,825642721000.0,,-29806888000.0,,,11450896700000.0,190732875000.0,,59259181000.0,,-2947688000.0,1338284624000.0,190783969000.0,197587368000.0,14534855307000.0,151886281000.0,559581812000.0,11644492745000.0,2896456731000.0,,,-387900676000.0,,57387146000.0,,-316667174000.0,357614935000.0,28436245552000.0,-3060062204000.0,,139692347000.0,-53484000.0,,,,,2579789557000.0,5736176591000.0,386895443000.0,317142113000.0,,,3483021247000.0,,,,-3608751079000.0,316826720000.0,,2864965119000.0,79269396000.0,-3321104026000.0,140273116000.0,,,7356230000.0,,,-44372404000.0,3304636782000.0,5373710490000.0,430002018000.0,,150062741000.0,242719425000.0
hag,2012,1,,251811660000.0,7185617877000.0,16386617000.0,1687406551000.0,929965708000.0,,,,2664186228000.0,,,,1279520118000.0,,98626285000.0,97356499000.0,-85435996000.0,-296187065000.0,,,,2880972568000.0,,24194810000.0,78490609000.0,98626285000.0,119706586000.0,,-258251319000.0,4676558745000.0,,13926597000.0,,89550047000.0,178361483000.0,13084330604000.0,40500470000.0,-40395809000.0,,8763911728000.0,23924704000.0,,2033352294000.0,979244000.0,,-1672978000.0,546667748000.0,1217880199000.0,1687406551000.0,,,2341606943000.0,39581933000.0,1947061313000.0,16177137089000.0,,,3494998604000.0,-151533021000.0,,23668027000.0,,9486043160000.0,32647215000.0,,,-21080301000.0,-120080297000.0,,-28880070000.0,,,8699560621000.0,618569267000.0,,49013239000.0,,-2947688000.0,1945600500000.0,171773271000.0,139994667000.0,13228570922000.0,120525549000.0,535183562000.0,8991519212000.0,2896456731000.0,,,-387900676000.0,,44748328000.0,,-1209050180000.0,402283127000.0,26312901526000.0,-1480752978000.0,,62204463000.0,-53484000.0,,,,,1687406551000.0,6220725682000.0,383072810000.0,871360171000.0,,,3761135931000.0,,,,-1568510387000.0,870380927000.0,,567889863000.0,76817631000.0,-1378301139000.0,121837702000.0,,,310749000.0,,,-56419166000.0,3582774448000.0,4672805900000.0,,,73830812000.0,232639533000.0
hag,2012,-1,,1200565703000.0,6724316152000.0,13652261000.0,2518419171000.0,695516850000.0,651.0,,,2536387793000.0,,,,1766346329000.0,,524888766000.0,150378106000.0,-335461063000.0,940444484000.0,,,,2880972568000.0,,10450410000.0,349964246000.0,524888766000.0,613792428000.0,,1157824831000.0,4265374475000.0,,27992372000.0,,502050048000.0,,14309403742000.0,224663248000.0,-279776210000.0,211930887000.0,13051403085000.0,33136379000.0,-608540291000.0,2907046483000.0,5039250000.0,-389966078000.0,15273829000.0,557797665000.0,1354726410000.0,2518419171000.0,,,3093883253000.0,53944944000.0,10461022378000.0,20461252831000.0,,-210263000.0,2517411756000.0,-623468952000.0,224663248000.0,62765153000.0,,9753290246000.0,166818625000.0,,,-89898532000.0,-448947168000.0,,-46183043000.0,,,13614099486000.0,3193911944000.0,,244769554000.0,,-2748050000.0,1497302701000.0,935763197000.0,677235144000.0,16975423677000.0,180126133000.0,724197822000.0,13736936679000.0,2896456731000.0,,,,,152663685000.0,,-378037560000.0,392982584000.0,31284827419000.0,-5833197257000.0,,439426901000.0,-53484000.0,,,,,2194323765000.0,6982249406000.0,581286912000.0,4399516897000.0,,,3054499013000.0,,,,-5897608163000.0,4394477647000.0,,4514715213000.0,365238075000.0,-5968183382000.0,494957341000.0,,,1948988000.0,324095406000.0,,-198883059000.0,2842568126000.0,5373710490000.0,435070000000.0,,209888825000.0,499799741000.0
hag,2011,4,,437572586000.0,6869894597000.0,17304319000.0,2893541410000.0,796295347000.0,480000.0,,,2446396031000.0,,,,1381751830000.0,,1706205551000.0,97356499000.0,-719444562000.0,-376775943000.0,,,,2880972568000.0,,24145810000.0,224342072000.0,350505861000.0,347120024000.0,,-216151807000.0,4422965844000.0,,48588536000.0,582568781000.0,88392173000.0,178554393000.0,13303193163000.0,135179264000.0,32105154000.0,,7859162489000.0,23924704000.0,-1075506002000.0,1931551972000.0,235942000.0,,41312039000.0,747096694000.0,1098830734000.0,2893541410000.0,-388658112000.0,,1999265586000.0,46924113000.0,9555137544000.0,15512146169000.0,,-25358710000.0,3262509959000.0,-183133767000.0,,40872674000.0,,9384521735000.0,16841619000.0,,,3385837000.0,-419091727000.0,,-67819875000.0,,,8366117129000.0,669969239000.0,,76250380000.0,,-1597595000.0,1842610246000.0,1083727593000.0,85752736000.0,12217043903000.0,121184361000.0,437289152000.0,8642251572000.0,3006094659000.0,,,-364329025000.0,,37486837000.0,,-112553249000.0,346434654000.0,25520237066000.0,-5783764120000.0,,52746596000.0,-53484000.0,,,,,2893541410000.0,5542894756000.0,278444201000.0,1107777767000.0,,,3758986760000.0,,,,-5438619328000.0,1107541825000.0,,6047986814000.0,265654111000.0,-4089719511000.0,52938205000.0,,,6933815000.0,,,148806722000.0,3580432367000.0,4672805900000.0,701487179000.0,,368943607000.0,-3668520000.0
hag,2011,3,,632137696000.0,7192062952000.0,18222021000.0,3150298210000.0,589348710000.0,627000.0,,,2594657984000.0,,,,2488693908000.0,,,81783240000.0,-447761266000.0,9946226000.0,,,,2880972568000.0,,23193798000.0,293074385000.0,1355699690000.0,464275597000.0,,-422693009000.0,4706130501000.0,,10721012000.0,,182175703000.0,194749353000.0,14075800103000.0,105699836000.0,69291227000.0,,6975871209000.0,20135782000.0,-1090459595000.0,1835074615000.0,482187000.0,,46684709000.0,625814890000.0,1366230814000.0,3150298210000.0,-364548009000.0,,1826423816000.0,30126320000.0,7215185281000.0,15550248790000.0,,-33748509000.0,2761855238000.0,-175368175000.0,,26168900000.0,,9125877713000.0,68500975000.0,,,-2478680000.0,-402619014000.0,,-56010884000.0,,,7978364655000.0,751092953000.0,,43046923000.0,,-1158438000.0,1568362551000.0,739895063000.0,238489904000.0,11269267979000.0,120602778000.0,452454490000.0,8358185838000.0,3588663440000.0,,,-362985026000.0,,28647580000.0,,-438365230000.0,351433976000.0,25345068082000.0,-5033807838000.0,,52746596000.0,-53484000.0,,,,,3150298210000.0,5786154176000.0,289909454000.0,1383712836000.0,,,3783827077000.0,,,,-4423015856000.0,1383230649000.0,,4585496382000.0,339759094000.0,-2629688899000.0,226796941000.0,,,26981416000.0,,,126739446000.0,3589077724000.0,4672805900000.0,566987179000.0,,266507431000.0,647764065000.0
hag,2011,2,,13467544000.0,6712872834000.0,19139723000.0,3123568302000.0,705854911000.0,,,,1808194318000.0,,,,2507207192000.0,,,81783240000.0,-136554521000.0,-1098604239000.0,,,,2880972568000.0,,23650416000.0,240251328000.0,893902773000.0,312828755000.0,,-628354110000.0,4541984540000.0,,,5515206000.0,510025451000.0,30931029000.0,13083429431000.0,65725022000.0,-66085395000.0,,5939052521000.0,25432066000.0,-1137965573000.0,1770272360000.0,302930000.0,,1576279000.0,612008042000.0,1188685329000.0,3123568302000.0,,,2028295225000.0,26350091000.0,4625492835000.0,13515683690000.0,,-25120800000.0,2176775629000.0,-50255395000.0,,442821000.0,,8863089772000.0,28325133000.0,,,-12657945000.0,-777204985000.0,,-48749180000.0,,,6473951582000.0,33356275000.0,,62988792000.0,,-1158438000.0,1310007061000.0,235415572000.0,119350315000.0,10025563028000.0,120599133000.0,422260933000.0,6802810856000.0,3588663440000.0,,,-363065578000.0,,13100766000.0,,-465095138000.0,312076915000.0,23108992459000.0,-1962019659000.0,,124428598000.0,-53484000.0,,,,,3123568302000.0,5024016434000.0,410281287000.0,47126749000.0,,,3595239626000.0,,,,-1471604313000.0,46823819000.0,,2595528760000.0,241827607000.0,-2035479281000.0,92539074000.0,,,18082003000.0,,,38974522000.0,3564308597000.0,4672805900000.0,565492832000.0,,82057395000.0,268123858000.0
hag,2011,1,,343694851000.0,6715118300000.0,15183258000.0,2489107241000.0,650561159000.0,875000.0,,,2530494020000.0,,,,1562142445000.0,,,81783240000.0,-42533071000.0,-354573028000.0,,,,2880972568000.0,,23725685000.0,370647908000.0,593731963000.0,595021421000.0,,-131345221000.0,3997235871000.0,,916292000.0,,434975337000.0,30931029000.0,11781429557000.0,32550241000.0,-22577070000.0,,5061898445000.0,21097967000.0,-755433810000.0,1449393722000.0,92079000.0,,68954966000.0,638147336000.0,581331440000.0,2489107241000.0,,,1772424591000.0,28685311000.0,1475168613000.0,10542329885000.0,,,2920583089000.0,-18567600000.0,,8493080000.0,,8909466852000.0,37650091000.0,,,-1289458000.0,-532475443000.0,,-76613390000.0,,,3301281711000.0,373411137000.0,,49937268000.0,,-1158438000.0,1341314668000.0,287202529000.0,96061408000.0,8504927805000.0,120790940000.0,568646381000.0,3827211585000.0,3588663440000.0,,,-362985026000.0,,9782538000.0,,-1099556199000.0,330211592000.0,20286357362000.0,-1092046986000.0,,176706159000.0,-53484000.0,,,,,2489107241000.0,4883091613000.0,239051537000.0,717198067000.0,,,3119542584000.0,,,,-612439713000.0,717105988000.0,,347063815000.0,439602874000.0,-1128104798000.0,93356048000.0,,,28001030000.0,,,-7023924000.0,3088611555000.0,4672805900000.0,200000000000.0,,74910245000.0,166783092000.0
hag,2011,-1,,1423952187000.0,6778370609000.0,17304319000.0,2896456731000.0,742270498000.0,2500.0,,,2441978920000.0,,-3193250000.0,,1380670851000.0,,,97356499000.0,-312687688000.0,-993767794000.0,,,,2880972568000.0,,23236026000.0,1167983801000.0,1701895110000.0,1719438269000.0,,-466656754000.0,4448617080000.0,,31246169000.0,591763519000.0,1226990002000.0,178361483000.0,13308282830000.0,135518570000.0,-165555355000.0,,7882986728000.0,23924704000.0,-1297079925000.0,1925771122000.0,1853970000.0,,157333971000.0,713158146000.0,1063293721000.0,2896456731000.0,-324500000000.0,,2014657045000.0,47756874000.0,10269426024000.0,15493289136000.0,,-16492549000.0,3201903706000.0,-186868807000.0,135518570000.0,44233778000.0,,9398582988000.0,163985523000.0,,,-17543159000.0,-457785761000.0,,-71132387000.0,,,8423895345000.0,1726299628000.0,,230515584000.0,,-2947688000.0,1867109891000.0,1154149892000.0,537002813000.0,12268228916000.0,120741616000.0,450693971000.0,8714918527000.0,3006094659000.0,,,-389966078000.0,,61776937000.0,,-109637928000.0,348870522000.0,25576511746000.0,-5299485847000.0,,542132693000.0,-53484000.0,,,,,2896456731000.0,5516981998000.0,304759236000.0,3152105785000.0,,,3758363401000.0,,,,-4812909891000.0,3150251815000.0,,6183615713000.0,1325317772000.0,-4674380580000.0,464848591000.0,,,4766375000.0,,,123546643000.0,3580001918000.0,4672805900000.0,763005652000.0,,340752148000.0,-776332932000.0
hag,2010,4,,791172381000.0,4908006153000.0,14284184000.0,3588663440000.0,736661496000.0,1821.0,,,2785902169000.0,,,,3519158000.0,,3017409637000.0,81783240000.0,-182832931000.0,446264948000.0,,,,3504012140000.0,,23718851000.0,538310603000.0,800354613000.0,808182128000.0,,196925563000.0,2848965731000.0,,6109407000.0,1339754093000.0,176778159000.0,30931029000.0,11085919707000.0,78723612000.0,101427998000.0,,4414295004000.0,21480614000.0,-1496226774000.0,1401270498000.0,88034000.0,,33535063000.0,491200946000.0,328293202000.0,3588663440000.0,,,1249025710000.0,22396669000.0,5142574833000.0,8699073179000.0,,-15911337000.0,2856363146000.0,-286178589000.0,,6892260000.0,1691966557000.0,9213323493000.0,41990192000.0,,,-7827515000.0,-1372344876000.0,,-81984889000.0,,,3022120970000.0,652885143000.0,,45870330000.0,,-1158438000.0,2661835885000.0,2029658690000.0,71907890000.0,7690307236000.0,115360179000.0,471955163000.0,3791067026000.0,1944228950000.0,,,-346885112000.0,,14719775000.0,,1644434490000.0,204444653000.0,18776226943000.0,-1937555324000.0,,127080949000.0,-53484000.0,,,,,3588663440000.0,4362062643000.0,195803063000.0,1444145558000.0,,,3001290028000.0,,,,-2307174811000.0,1444057524000.0,,3135724866000.0,571845666000.0,-3054595653000.0,60499211000.0,,,737960000.0,,,-41440335000.0,2970358999000.0,3115206970000.0,,-292008407000.0,167770297000.0,184462315000.0
hag,2010,3,,210324336000.0,4443688251000.0,7551819000.0,2192592098000.0,599667761000.0,2013000.0,,,1992224916000.0,,,,24256613000.0,,2217055024000.0,81783240000.0,-151233185000.0,404369838000.0,,,,2384349746000.0,,24371562000.0,587820974000.0,816137815000.0,813801234000.0,,-4343540000.0,2942587923000.0,,38426408000.0,,724158239000.0,30931029000.0,9162579866000.0,47135516000.0,10312651000.0,,3854267988000.0,,,817724039000.0,398697000.0,,38649161000.0,438816858000.0,544655601000.0,2192592098000.0,-1022761398000.0,,1169192419000.0,20810339000.0,3521253776000.0,7891893803000.0,,-8944344000.0,2351199524000.0,-184946066000.0,,33751780000.0,1493593598000.0,7182183364000.0,28905980000.0,,,2336581000.0,-757328318000.0,,-69098039000.0,,,2741853006000.0,363584558000.0,,43759316000.0,,-1029023000.0,2079858048000.0,1324212243000.0,48016045000.0,6780337063000.0,114363611000.0,692905728000.0,3448205552000.0,1944228950000.0,,,-392133835000.0,,31415199000.0,,248363148000.0,240572692000.0,15942916929000.0,-1166545877000.0,,179355029000.0,-512594000.0,,,-30091699000.0,,2192592098000.0,3705043913000.0,208748045000.0,574307591000.0,,,2717321030000.0,,,,-1753762395000.0,573908894000.0,,1010539187000.0,626470135000.0,-2218706182000.0,45681265000.0,,,339393000.0,,,-40480788000.0,2686390001000.0,2925206970000.0,,-292008407000.0,77957910000.0,287587531000.0
hag,2010,2,,674163003000.0,3826612234000.0,,1224546617000.0,585619229000.0,,,,2221381708000.0,,,,61955021000.0,,,81783240000.0,,,,,,2384349746000.0,,23632110000.0,396837399000.0,703963066000.0,695473543000.0,,,2791479502000.0,,,,157931100000.0,30907348000.0,8262292509000.0,,101852936000.0,,3334868205000.0,,,810000206000.0,1010484000.0,,114446100000.0,336563864000.0,554395790000.0,,,,1195809057000.0,22061037000.0,,7075632286000.0,,,1757126720000.0,,,22160891000.0,,6905980574000.0,31266209000.0,,,3681073000.0,,,,,,2559554069000.0,640106789000.0,,49437620000.0,,-1029023000.0,1845429193000.0,,55916731000.0,6205765366000.0,108954003000.0,740169452000.0,3249020052000.0,,,,-399649745000.0,,18479818000.0,,,193925618000.0,14468057875000.0,,,90826631000.0,-512594000.0,,,-30091699000.0,,1224546617000.0,3970557532000.0,189193593000.0,1315280276000.0,,,2681703568000.0,,,,,1314269792000.0,,,511283499000.0,,53741249000.0,,,6580640000.0,,,,2650796220000.0,2925206970000.0,,,,
hag,2010,1,,616442979000.0,4489258592000.0,,1345533525000.0,171065967000.0,1887000.0,,,2194011427000.0,,,,53025371000.0,,,81783240000.0,,,,,,1223971061000.0,,23784650000.0,509460757000.0,696954143000.0,703262103000.0,,,2099128173000.0,,,,197233089000.0,70098898000.0,8081862710000.0,,111140348000.0,,2802672483000.0,,,740121120000.0,4593929000.0,,28953855000.0,256736070000.0,738139311000.0,,,,1447564963000.0,19738002000.0,,7306048129000.0,,,3140293281000.0,,,4122219000.0,,5137057762000.0,30869569000.0,,,-6307960000.0,,,,,,2197186137000.0,576198427000.0,,42637303000.0,,-1029023000.0,1486750996000.0,,36907093000.0,4794376387000.0,109088075000.0,660920581000.0,2816789537000.0,,,,-410353517000.0,,10430179000.0,,,176731094000.0,12876239097000.0,,,47399183000.0,-512594000.0,,,-30091699000.0,,1345533525000.0,4378686678000.0,204974174000.0,1197235335000.0,,,1786729730000.0,,,,,1192641406000.0,,,538414612000.0,,35451633000.0,,,5523660000.0,,,,1716630832000.0,2704654580000.0,,,,
